(345.14921251178515, 499.0800199240759, -888.0204527016142)
(487.6303094963597, 437.788932987792, -949.0847328792522)
(462.8264031260491, 474.64065708189247, -840.7506495267941)
(489.7151646984891, 509.4033750590064, -448.1029847097605)
(489.7151646984891, 499.9809440865703, -543.2049141315952)
(502.54244072696696, 452.93136595439427, -882.9350150415188)
(512.0, 469.4259586045336, -680.2692556304102)
(502.54244072696696, 512.0, -367.66557204885646)
(439.4362057282527, 453.8929031597213, -935.3355377744939)
(462.8264031260491, 497.40104615961036, -399.6344062647289)
(417.449953504025, 512.0, -41.1302836997437)
(511.7220624947842, 402.39434995747723, -955.8506862253207)
(481.2194102154818, 436.6888550343541, -954.3566555366248)
(501.63476818266184, 437.788932987792, -31.214564146184728)
(477.37226365191356, 365.1319417352155, -617.7878694761135)
(512.0, 58.65548690970596, -512.1132238532861)
(477.38336144272074, 220.24833371392384, -318.3861253190796)
(502.1402004701103, 255.66340530820332, -199.57061994712586)
(511.9952435828009, 267.2427375875658, -212.05587557248333)
(502.1402004701103, 234.9053636653356, -132.43077653497002)
(424.84430469822627, 437.788932987792, -885.512525904764)
(477.37226365191356, 432.85300204708915, -954.7248557897474)
(462.81146756328025, 411.7989210064804, -836.9168197961005)
(477.37226365191356, 372.4000334027993, -672.2411044068585)
(457.84808612105184, 408.26844785518324, -846.5288859392715)
(455.4513899871716, 199.68978512891348, -484.9854892253534)
(455.4513899871716, 342.58061579500173, -329.581664338954)
(477.37226365191356, 239.9291744612442, -219.62278668085307)
(466.40137404229455, 0.036282758129046196, -425.235520740153)
(477.37226365191356, 60.83145901239718, -149.29137367622022)
(419.0258931011103, 171.15507580614846, -629.5935564836893)
(452.4265897225122, 408.26844785518324, -825.6164550515042)
(455.42844078266666, 217.54163452569543, -380.72841752091614)
(439.04196562528244, 326.18207226617375, -159.75682956465)
(439.04196562528244, 394.95763459656195, -679.5397653418139)
(439.04196562528244, 217.54163452569543, -260.7021443338161)
(439.03913613856395, 333.42311408799355, -203.58634077420874)
(397.57405737977257, 408.26844785518324, -579.0292328182818)
(428.6818061021753, 389.1570619874608, -328.47663505870094)
(428.6818061021753, 384.80442722850756, -542.5367693236451)
(416.3389367007378, 371.6486538532057, -375.49974505181547)
(410.7663646769664, 361.2569817475732, -266.53728155224263)
(428.6818061021753, 321.5783558933226, -118.53963757091998)
(419.9598650448697, 309.13730103117626, -69.48799973983722)
(419.9598650448697, 312.0870501176528, -75.63015599504229)
(416.33902741538776, 301.5664807185752, -38.50868160248723)
(428.6818061021753, 217.54163452569543, -132.57763177088162)
(409.7908030098856, 291.5961677392989, -13.788872543118998)
(409.7908030098856, 360.41644267507576, -255.5399323308409)
(400.41847982744366, 289.22809760644935, -85.8585428104426)
(408.90328605902954, 290.3649739641518, -12.78726935962635)
(400.3967729428249, 356.0025897086814, -181.66724034879428)
(397.27639006990654, 347.5715665089039, -119.5866627332378)
(396.654210430723, 285.10059580995863, -103.824320962608)
(400.3967729428249, 296.81225185216687, -44.44142209512154)
(396.654210430723, 344.8748274112473, -32.430230603406585)
(396.6458332319276, 352.3138200100543, -142.88412598652155)
(393.50727812554953, 281.1679961173637, -122.11348075949212)
(393.79956460958675, 344.2985741250244, -92.20308667393505)
(396.654210430723, 294.280018298963, -40.77995986060972)
(393.50727812554953, 341.8373987644424, -14.36871002544342)
(391.13248104179155, 278.76814723393903, -137.82904904965685)
(393.50422657722095, 349.0649507271667, -113.41139051027272)
(393.50422657722095, 292.3757534079151, -34.35437814351633)
(378.52013803309444, 389.1570619874608, -311.4764682025693)
(373.0686403873523, 260.0296939801656, -290.76169087776043)
(373.0686403873523, 376.53148084253684, -95.10280023286214)
(389.88903971920263, 345.4240798043147, -83.1238420665515)
(388.32208879244047, 343.76145977492797, -71.00837410998582)
(389.8762231330834, 340.4978576933853, -63.85159185184142)
(388.5159819731445, 338.3892889707556, -45.36089539692472)
(388.51149459232704, 339.14279400982986, -55.05487691320059)
(387.5669423650429, 342.2861205533255, -50.002063729371685)
(387.5669423650429, 337.18455025857867, -32.754337556144094)
(387.5669423650429, 343.10521306111434, -65.90867816309293)
(387.563887196334, 338.15071952103773, -49.333223173241834)
(386.31506192120406, 336.34599701748084, -36.417929503833534)
(385.55316481718745, 341.09354951035465, -52.440362425971216)
(384.2745888763316, 339.6831338878598, -44.25782724327797)
(383.80002956936517, 333.42529926142856, -14.422833058859737)
(383.80002956936517, 339.4881223877942, -41.47512906924982)
(382.63559881242514, 338.05345267342983, -35.164938374904864)
(383.7993711823415, 334.3991838692415, -29.76158248560256)
(382.81523081787867, 332.99973641963874, -22.650899787494666)
(382.81523081787867, 333.3656578328488, -25.48255934288403)
(382.39713088731565, 336.9714489451732, -12.972498605586793)
(382.39713088731565, 332.1204069021608, -11.548332830958145)
(382.39713088731565, 337.7971392107429, -33.82935837435548)
(381.3702830222061, 336.7490874022627, -28.57357574742133)
(382.3762963000403, 332.842186689411, -23.47655271029106)
(381.3682830222569, 331.72759514930806, -19.040835453191107)
(380.9159495782347, 336.44913047899774, -26.824829914417023)
(379.9358341623493, 335.37713220136334, -22.298675288953348)
(379.7092941296285, 335.2395144349977, -21.434505049894312)
(378.84684588079494, 334.2634091035683, -17.749569375903945)
(379.7303550768177, 330.2898844319652, -14.444008542250572)
(389.8951733103277, 277.2994850917774, -146.54170584363456)
(391.13248104179155, 346.6029603863101, -92.86032614898699)
(389.8951733103277, 339.49610878339234, -46.215757522996626)
(391.13248104179155, 291.4480799137847, -19.505984070173838)
(455.42844078266666, 0.0, -409.5343097186588)
(402.518613085036, 118.94773146671525, -180.44143637109568)
(373.0473495167828, 118.94773146671525, -348.6082045282637)
(325.4037373028429, 216.66027413760696, -582.227234019791)
(290.5647542966961, 245.81077913328335, -545.312233745369)
(308.30068887413614, 259.0725053114418, -464.2890257263531)
