(300.8113033401947, 437.7790937160929, -286.6218762521452)
(290.5647542966961, 299.07823303227116, -206.8315553007463)
(302.0651577981102, 318.1173087728507, -58.05224497445187)
(290.5647542966961, 421.790515208687, -43.38535028754853)
(302.0665512289025, 310.9574319721549, -87.67937135993975)
(307.34650994754486, 323.39419875775235, -15.748212668635972)
(308.30068887413614, 258.8972515701711, -466.1454178592103)
(308.30068887413614, 437.788932987792, -272.75666131986594)
(352.40471336806564, 245.81077913328335, -445.3443730958215)
(364.0062670815028, 383.991287074778, -186.84550631381475)
(354.02648361565434, 309.53896873787704, -35.02020111238778)
(355.26554785231167, 310.9429192670205, -27.588492381139417)
(359.0486289253924, 309.53896873787704, -31.871602492361205)
(355.26554785231167, 310.66288757099585, -29.40311598290208)
(356.54983300440864, 312.0345262878851, -23.3899594034782)
(357.56931232157314, 313.1611699313038, -18.56901001948887)
(357.5723595447859, 312.9183887980457, -19.44067454774887)
(358.3814986010402, 313.7404425875186, -16.36775080921808)
(359.0474670423153, 314.77487890698, -11.850235400226552)
(360.118931489305, 310.66431197659284, -27.054757569834408)
(360.4980303797216, 311.6586063523072, -15.020138180751474)
(359.04910740789353, 314.42739072162647, -14.000856114543978)
(359.762080419336, 315.36370463788614, -10.77285954031936)
(360.4980303797216, 310.9464619026843, -25.737515948340047)
(361.7413098903164, 312.1313649176004, -20.93394420434663)
(362.7921871662197, 313.25241099225343, -17.343928021134445)
(325.39900589360127, 437.788932987792, -168.35583576502523)
(353.1757323267029, 372.5193015364808, -62.49486712170511)
(348.3542957490445, 366.34473523195663, -18.660339780328627)
(318.4844896659164, 268.8142701989649, -379.15190392091586)
(325.39900589360127, 280.8495226409645, -274.0706813861134)
(318.4844896659164, 437.788932987792, -220.6651374722381)
(364.0062670815028, 251.04597219683822, -375.20208387749426)
(373.04571058515614, 394.3451054328684, -308.8070893163999)
(373.0473495167828, 178.8174566321288, -67.9747086421894)
(373.0473495167828, 136.353995401509, -417.0331184326884)
(341.66783475820625, 88.34216579850204, -200.80659551079975)
(290.5647542966961, 178.8174566321288, -376.11523338499603)
(290.5647542966961, 38.547895765189296, -327.93060379473684)
(325.3864853634223, 78.1765464229202, -206.22959021085686)
(331.1624369019193, 110.02361401193892, -73.19250809334888)
(341.63794550831744, 96.9375271701538, -211.82915014731418)
(331.1624369019193, 54.58243333784058, -114.3692276799753)
(245.14921251178515, 258.70018776544777, -538.763930682871)
(280.54587592281734, 297.5526282610346, -268.032510103554)
(290.05728848061847, 437.788932987792, -267.51124353273974)
(290.05728848061847, 313.23804975458313, -82.64402494335974)
(280.5459860679935, 419.0600138962837, -16.829266147717505)
(280.5459860679935, 419.0600138962837, -16.829266147717505)
(290.05728848061847, 240.5711478549439, -557.2497425844633)
(290.5647542966961, 437.788932987792, -269.45240046382247)
(274.06076477145314, 224.24424366342686, -537.5056077804425)
(290.5647542966961, 193.69384783322414, -376.2020207290317)
(290.5647542966961, 185.93100676047987, -411.7943452075224)
(276.7651602582292, 28.926080063755553, -343.1536378427788)
(269.02618263616876, 156.8840787987644, -173.29929926344118)
(290.5647542966961, 69.23648943641896, -120.84183515666442)
(269.02618263616876, 23.60803301171397, -338.0801501782639)
(269.02012406886354, 165.00294811893056, -207.46357879874125)
(255.8503513072554, 143.23087902460824, -86.75143401536144)
(255.8503513072554, 150.0873776495479, -107.03423086206513)
(251.9346939375675, 193.69384783322414, -18.06364500906772)
(251.9346939375675, 133.49772401750042, -32.35496763460344)
(251.9346939375675, 207.50277709228436, -407.06001451843514)
(251.92796057033004, 11.835622278534954, -294.9939831941125)
(251.92796771826454, 145.37163273388396, -86.91778071580376)
(242.91404917596662, 257.02850758371216, -540.2943689384008)
(180.22749551512146, 310.4772849547312, -387.42247989287335)
(193.833186915523, 512.0, -306.99562122656715)
(216.87888550479798, 512.0, -286.0320054340068)
(245.14921251178515, 492.33025954419776, -59.023647757831384)
(216.87888550479798, 296.7740333592243, -19.116290972795724)
(245.14921251178515, 296.7740333592243, -13.749777959159147)
(212.1664814782131, 222.83894710891718, -343.5883444136762)
(245.14921251178515, 200.82110568100723, -340.2682653915471)
(242.98886840236023, 187.92660550940886, -79.25761476872383)
(181.0459132061539, 71.9496663298208, -293.2821280371943)
(205.54088878574612, 98.07504704947917, -199.81813299532428)
(210.6009031735921, 160.94259451705545, -20.349144866017923)
(209.27625224924844, 159.61012792033318, -15.761689735990188)
(209.27625224924844, 159.86653701807973, -16.42826777238696)
(208.29687380829063, 158.46884175801537, -11.798317458628958)
(208.29687380829063, 158.7397412560141, -13.23622290922549)
(207.27267058146577, 157.61980697202358, -10.18701890172369)
(207.27267058146577, 157.89826361622062, -10.627572122421071)
(205.5688582557717, 160.93713933122964, -10.029828209217925)
(180.20563499034736, 130.40635087383433, -72.2182660921535)
(181.0527278089759, 138.1542778808276, -18.141142236844246)
(214.50642688485507, 99.70551247301509, -166.01579155024646)
(228.38322117773455, 119.82167544504887, -83.21783848151986)
(230.08802965130496, 130.30973668285833, -16.870554268473995)
(230.08802965130496, 117.36822575504287, -83.78748583466697)
(240.86137777962654, 131.7971047092066, -62.02808356111754)
(245.14322876444245, 136.64235504533906, -65.9187085793632)
(240.86137777962654, 122.90715956143724, -37.79354793390576)
(245.14921251178515, 39.0847489961552, -93.23767131325826)
(245.14921251178515, 5.791158529395724, -269.4465781704753)
(210.6526878880874, 0.0, -36.81239895522316)
(149.84757224470886, 301.0000433588017, -493.93356126702145)
(49.84757224470886, 357.6082104607137, -385.2373871185075)
(149.84757224470886, 512.0, -172.2735421216048)
(180.20118042951654, 512.0, -292.6034149232486)
(180.20118042951654, 357.6082104607137, -19.412050654853076)
(180.20118042951654, 70.47271052174978, -293.0164081620026)
(146.86142205694102, 97.52495108828232, -263.8370929276184)
(157.19131740683216, 112.92842133868359, -198.3340195212929)
(164.1639472311433, 120.25194266431343, -147.56080936556995)
(167.2690824168818, 125.47032272782201, -76.67370453465688)
(169.72738949385666, 120.26752037806409, -141.31659617472897)
(170.1298371486224, 129.7687134236173, -10.511426581679999)
(170.1298371486224, 120.10400402392271, -139.13673514874006)
(174.54770895783471, 130.08368218928908, -81.77946288530683)
(175.50171307239708, 133.5798496487034, -23.63052852273421)
(175.50131171324298, 198.21447057679856, -15.489138745364755)
(175.50171307239708, 125.3969735029696, -101.82711978698933)
(179.57080542930046, 208.5623691545797, -49.51865181913175)
(179.57080542930046, 245.16213136555928, -20.40609305012319)
(151.84021250125366, 38.525562449004454, -157.43990666307923)
(146.86142205694102, 20.63608243256621, -30.459092809390512)
(140.9476620514141, 91.13607607558546, -271.8689856132993)
(116.45530980166801, 122.14734202081917, -195.9549358358613)
(122.76859000475073, 245.16213136555928, -39.61613408576733)
(131.9678778033153, 149.87884193394441, -33.999373408965155)
(146.86142205694102, 109.03713807070145, -99.33349752738536)
(140.94467987186093, 245.16213136555928, -18.652827131902995)
(134.74178851993136, 139.34132776993297, -64.82007653314713)
(134.7417882686018, 245.16213136555928, -29.94905026143498)
(146.86142205694102, 44.12554046460682, -159.49173349885336)
(131.04621438473248, 17.15215775587655, -64.9026301686694)
(131.04438004552708, 24.988570830827435, -75.57329283038726)
(118.95231266753831, 61.59786795672479, -33.026365344694014)
(118.95231266753831, 1.9772737037542074, -62.82149740204765)
(116.45530980166801, 61.59786795672479, -75.87929697829438)
(116.45530980166801, 2.6194478620692063, -69.84175267414321)
(97.01285473455546, 110.98782474930668, -250.64131685531623)
(49.84757224470886, 145.7035443869542, -128.66705083991727)
(116.45530980166801, 145.7035443869542, -48.85081770113711)
(116.45530980166801, 245.16213136555928, -35.92327282124003)
(49.84757224470886, 0.0, -87.57414213024833)
(58.379995883906524, 13.96445640129525, -54.064703464835766)
(60.17745380936291, 19.01583339013206, -15.524577895281372)
(108.99757989014897, 0.05428104312422688, -80.40985120343902)
(116.45530980166801, 14.791993829179837, -42.58131070811311)
(93.71440913573909, 44.039258281291644, -26.74164813682671)
(91.28106333974685, 41.50573710725274, -17.157246709977215)
(88.90134050274185, 44.039258281291644, -15.597176971874148)
(90.1913996604902, 40.87390406161517, -14.520390049365062)
(87.62712415338413, 42.891328885500606, -11.635738119216754)
(88.956174630127, 39.57175849841125, -11.051558459202425)
(60.17745380936291, 9.996731126746024, -64.10459776758074)
(64.69905939116636, 20.19336694805471, -29.441596630876766)
(66.46961946949433, 23.269598111424738, -13.919868807598831)
(66.46961946949433, 16.530322384227155, -40.336135539436945)
(69.09656522359789, 24.525812935033294, -14.217483896021932)
(70.70915326583608, 20.77608706639622, -24.773697233978403)
(73.6251742002369, 23.577224497843083, -15.582961402608497)
(75.11176087266993, 25.603398866174395, -11.38630509486228)
(87.18713230806434, 42.80914785230201, -10.729185045219168)
(75.63773572849536, 25.85527781552029, -10.503708559400707)
(18.5756471857809, 366.0239658489502, -425.28755035793097)
(0.0, 428.3211547044074, -89.43594395582815)
(13.338006831455152, 151.38072150921795, -206.57036935462332)
(49.84757224470886, 300.3476178730442, -99.62530256279169)
(0.0, 194.07691326348825, -43.47093813130428)
(49.84757224470886, 0.0, -87.57414213024833)
(49.84757224470886, 105.76008546591406, -72.75873414806443)
(8.423174637921, 15.649462874737926, -66.84362683386816)
(27.384282014074333, 105.76008546591406, -23.43127227657592)
(0.0, 38.7140558698713, -14.213097252804339)
